Dec  6 10:15:20 sam-ubuntu-VirtualBox seqgen2: START High Rate Sequencer @ sec=0, msec=287
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1313 @ sec=22, msec=760
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1314 @ sec=22, msec=778
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 657 @ sec=22, msec=778
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 219 @ sec=22, msec=778
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 219 @ sec=22, msec=778
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 219 @ sec=22, msec=778
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1315 @ sec=22, msec=795
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1316 @ sec=22, msec=812
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 658 @ sec=22, msec=812
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1317 @ sec=22, msec=829
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1318 @ sec=22, msec=846
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 659 @ sec=22, msec=846
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1319 @ sec=22, msec=864
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1320 @ sec=22, msec=881
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 660 @ sec=22, msec=881
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 220 @ sec=22, msec=881
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 220 @ sec=22, msec=881
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 110 @ sec=22, msec=881
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 220 @ sec=22, msec=881
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 110 @ sec=22, msec=881
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: 1 Sec Tick Debug release 22 @ sec=22, msec=881
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1321 @ sec=22, msec=898
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1322 @ sec=22, msec=915
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 661 @ sec=22, msec=915
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1323 @ sec=22, msec=933
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1324 @ sec=22, msec=949
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 662 @ sec=22, msec=950
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1325 @ sec=22, msec=966
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1326 @ sec=22, msec=984
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 663 @ sec=22, msec=984
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 221 @ sec=22, msec=984
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 221 @ sec=22, msec=985
Dec  6 10:15:42 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 221 @ sec=22, msec=985
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1327 @ sec=23, msec=1
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1328 @ sec=23, msec=18
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 664 @ sec=23, msec=18
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1329 @ sec=23, msec=35
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1330 @ sec=23, msec=52
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 665 @ sec=23, msec=52
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1331 @ sec=23, msec=69
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1332 @ sec=23, msec=86
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 666 @ sec=23, msec=86
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 222 @ sec=23, msec=86
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 222 @ sec=23, msec=86
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 111 @ sec=23, msec=86
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 222 @ sec=23, msec=86
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 111 @ sec=23, msec=86
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1333 @ sec=23, msec=104
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1334 @ sec=23, msec=121
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 667 @ sec=23, msec=122
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1335 @ sec=23, msec=139
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1336 @ sec=23, msec=156
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 668 @ sec=23, msec=156
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1337 @ sec=23, msec=173
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1338 @ sec=23, msec=191
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 669 @ sec=23, msec=191
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 223 @ sec=23, msec=191
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 223 @ sec=23, msec=191
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 223 @ sec=23, msec=191
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1339 @ sec=23, msec=208
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1340 @ sec=23, msec=225
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 670 @ sec=23, msec=225
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1341 @ sec=23, msec=241
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1342 @ sec=23, msec=258
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 671 @ sec=23, msec=258
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1343 @ sec=23, msec=275
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1344 @ sec=23, msec=292
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 672 @ sec=23, msec=292
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 224 @ sec=23, msec=292
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 224 @ sec=23, msec=292
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 112 @ sec=23, msec=292
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 224 @ sec=23, msec=292
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 112 @ sec=23, msec=292
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1345 @ sec=23, msec=309
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1346 @ sec=23, msec=326
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 673 @ sec=23, msec=327
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1347 @ sec=23, msec=344
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1348 @ sec=23, msec=362
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 674 @ sec=23, msec=362
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1349 @ sec=23, msec=379
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1350 @ sec=23, msec=396
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 675 @ sec=23, msec=396
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 225 @ sec=23, msec=396
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 225 @ sec=23, msec=396
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 225 @ sec=23, msec=396
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1351 @ sec=23, msec=413
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1352 @ sec=23, msec=429
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 676 @ sec=23, msec=429
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1353 @ sec=23, msec=446
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1354 @ sec=23, msec=464
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 677 @ sec=23, msec=464
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1355 @ sec=23, msec=481
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1356 @ sec=23, msec=498
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 678 @ sec=23, msec=499
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 226 @ sec=23, msec=499
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 226 @ sec=23, msec=499
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 113 @ sec=23, msec=499
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 226 @ sec=23, msec=499
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 113 @ sec=23, msec=499
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1357 @ sec=23, msec=515
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1358 @ sec=23, msec=532
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 679 @ sec=23, msec=532
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1359 @ sec=23, msec=550
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1360 @ sec=23, msec=567
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 680 @ sec=23, msec=567
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1361 @ sec=23, msec=585
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1362 @ sec=23, msec=602
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 681 @ sec=23, msec=603
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 227 @ sec=23, msec=603
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 227 @ sec=23, msec=603
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 227 @ sec=23, msec=603
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1363 @ sec=23, msec=620
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1364 @ sec=23, msec=637
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 682 @ sec=23, msec=637
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1365 @ sec=23, msec=654
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1366 @ sec=23, msec=670
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 683 @ sec=23, msec=670
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1367 @ sec=23, msec=687
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1368 @ sec=23, msec=704
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 684 @ sec=23, msec=704
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 228 @ sec=23, msec=704
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 228 @ sec=23, msec=704
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 114 @ sec=23, msec=704
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 228 @ sec=23, msec=704
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 114 @ sec=23, msec=704
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1369 @ sec=23, msec=721
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1370 @ sec=23, msec=739
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 685 @ sec=23, msec=739
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1371 @ sec=23, msec=755
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1372 @ sec=23, msec=773
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 686 @ sec=23, msec=773
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1373 @ sec=23, msec=790
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1374 @ sec=23, msec=807
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 687 @ sec=23, msec=807
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 229 @ sec=23, msec=807
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 229 @ sec=23, msec=807
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 229 @ sec=23, msec=807
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1375 @ sec=23, msec=824
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1376 @ sec=23, msec=841
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 688 @ sec=23, msec=841
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1377 @ sec=23, msec=857
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1378 @ sec=23, msec=875
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 689 @ sec=23, msec=875
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1379 @ sec=23, msec=892
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1380 @ sec=23, msec=909
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 690 @ sec=23, msec=909
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 230 @ sec=23, msec=909
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 230 @ sec=23, msec=909
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 115 @ sec=23, msec=909
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 230 @ sec=23, msec=909
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 115 @ sec=23, msec=909
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: 1 Sec Tick Debug release 23 @ sec=23, msec=909
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1381 @ sec=23, msec=926
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1382 @ sec=23, msec=943
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 691 @ sec=23, msec=943
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1383 @ sec=23, msec=960
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1384 @ sec=23, msec=977
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 692 @ sec=23, msec=977
Dec  6 10:15:43 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1385 @ sec=23, msec=994
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1386 @ sec=24, msec=11
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 693 @ sec=24, msec=11
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 231 @ sec=24, msec=11
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 231 @ sec=24, msec=11
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 231 @ sec=24, msec=11
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1387 @ sec=24, msec=28
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1388 @ sec=24, msec=45
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 694 @ sec=24, msec=45
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1389 @ sec=24, msec=62
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1390 @ sec=24, msec=79
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 695 @ sec=24, msec=79
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1391 @ sec=24, msec=96
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1392 @ sec=24, msec=113
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 696 @ sec=24, msec=113
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 232 @ sec=24, msec=114
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 232 @ sec=24, msec=114
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 116 @ sec=24, msec=114
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 232 @ sec=24, msec=114
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 116 @ sec=24, msec=114
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1393 @ sec=24, msec=130
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1394 @ sec=24, msec=149
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 697 @ sec=24, msec=149
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1395 @ sec=24, msec=166
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1396 @ sec=24, msec=183
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 698 @ sec=24, msec=184
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1397 @ sec=24, msec=200
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1398 @ sec=24, msec=217
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 699 @ sec=24, msec=217
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 233 @ sec=24, msec=217
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 233 @ sec=24, msec=217
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 233 @ sec=24, msec=217
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1399 @ sec=24, msec=234
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1400 @ sec=24, msec=251
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 700 @ sec=24, msec=251
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1401 @ sec=24, msec=268
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1402 @ sec=24, msec=285
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 701 @ sec=24, msec=285
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1403 @ sec=24, msec=302
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1404 @ sec=24, msec=319
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 702 @ sec=24, msec=319
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 234 @ sec=24, msec=319
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 234 @ sec=24, msec=319
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 117 @ sec=24, msec=319
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 234 @ sec=24, msec=319
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 117 @ sec=24, msec=319
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1405 @ sec=24, msec=336
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1406 @ sec=24, msec=354
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 703 @ sec=24, msec=354
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1407 @ sec=24, msec=371
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1408 @ sec=24, msec=389
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 704 @ sec=24, msec=389
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1409 @ sec=24, msec=405
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1410 @ sec=24, msec=422
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 705 @ sec=24, msec=422
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 235 @ sec=24, msec=422
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 235 @ sec=24, msec=422
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 235 @ sec=24, msec=422
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1411 @ sec=24, msec=440
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1412 @ sec=24, msec=457
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 706 @ sec=24, msec=458
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1413 @ sec=24, msec=474
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1414 @ sec=24, msec=492
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 707 @ sec=24, msec=492
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1415 @ sec=24, msec=509
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1416 @ sec=24, msec=526
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 708 @ sec=24, msec=526
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 236 @ sec=24, msec=526
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 236 @ sec=24, msec=526
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 118 @ sec=24, msec=526
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 236 @ sec=24, msec=526
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 118 @ sec=24, msec=526
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1417 @ sec=24, msec=543
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1418 @ sec=24, msec=560
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 709 @ sec=24, msec=560
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1419 @ sec=24, msec=577
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1420 @ sec=24, msec=594
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 710 @ sec=24, msec=594
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1421 @ sec=24, msec=612
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 1422 @ sec=24, msec=629
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 711 @ sec=24, msec=629
Dec  6 10:15:44 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 237 @ sec=24, msec=629
